StreetName,FID
"CRESCENT BEACH DR",2064
"CAYUGA CT",2065
"FLETCHER PL",2066
"LOPES AV",2067
"BATTERY ST",2068
"NORTHSHORE DR",2069
"SHERMAN ST",2070
"DREW ST",2071
"LORI LN",2072
"CHARLOTTE ST",2073
"SOUTH UNION ST",2074
"NORTH ST",2075
"BANK ST",2076
"NORTH ST",2077
"VILLAGE GN",2078
"NORTH AV",2079
"WOODBURY RD",2080
"RANDY LN",2081
"AVENUE B",2082
"SHELBURNE ST",2083
"SOUTH PROSPECT ST",2084
"ARCHIBALD ST",2085
"ROSE ST",2086
"FOREST ST",2087
"ARCHIBALD ST",2088
"KING ST",2089
"COLLEGE ST",2090
"KILLARNEY DR",2091
"MANHATTAN DR",2092
"LAFOUNTAIN ST",2093
"HILDRED DR",2094
"LAKEVIEW TR",2095
"ARLINGTON CT",2096
"ROBINSON PW",2097
"FLYNN AV",2098
"EDSON ST",2099
"COLLEGE ST",2100
"NORTH CHAMPLAIN ST",2101
"CLAIRE POINTE RD",2102
"BEACHCREST DR",2103
"COTTAGE GR",2104
"WOODS ST",2105
"DECATUR ST",2106
"INSTITUTE RD",2107
"INSTITUTE RD",2108
"SUNSET CL",2109
"NORTHSHORE DR",2110
"STANIFORD RD",2111
"COLLEGE ST",2112
"CRESCENT BEACH DR",2113
"HAYWARD ST",2114
"BRADLEY ST",2115
"GLEN RD",2116
"BILLINGS CT",2117
"COLLEGE ST",2118
"SOUTH PROSPECT ST",2119
"RIVERMOUNT TR",2120
"APPLETREE POINT RD",2121
"KILLARNEY DR",2122
"MUIRFIELD RD",2123
"JAMES AV",2124
"NORTHSHORE DR",2125
"MAPLE ST",2126
"COLLEGE ST",2127
"HYDE ST",2128
"NORTH AV",2129
"BROOKES AV",2130
"SARATOGA AV",2131
"COLONIAL SQ",2132
"PINE ST",2133
"CLYMER ST",2134
"LAUREL CT",2135
"NORTH AV",2136
"GREY MEADOW DR",2137
"CHURCH ST",2138
"SKY DR",2139
"AUSTIN DR",2140
"LOPES AV",2141
"ARCHIBALD ST",2142
"AUSTIN DR",2143
"VALADE ST",2144
"SOUTH WINOOSKI AV",2145
"STRONG ST",2146
"BOOTH ST",2147
"WOODLAWN RD",2148
"SOUTH WINOOSKI AV",2149
"BIRCH CT",2150
"FLETCHER PL",2151
"MARBLE AV",2152
"ELMWOOD AV",2153
"PEARL ST",2154
"SPRUCE ST",2155
"NORTH AV",2156
"LINDEN TR",2157
"BUELL ST",2158
"NORTH WINOOSKI AV",2159
"ALGIRD ST",2160
"HILDRED DR",2161
"LEONARD ST",2162
"CHERRY ST",2163
"MAIN ST",2164
"SCHOOL ST",2165
"DECATUR ST",2166
"CRESCENT BEACH DR",2167
"PEARL ST",2168
"KILLARNEY DR",2169
"PERU ST",2170
"PARK ST",2171
"LOCUST TR",2172
"AUSTIN DR",2173
"COLLEGE ST",2174
"LAUREL CT",2175
"SOUTH PROSPECT ST",2176
"NORTH AV",2177
"COLCHESTER AV",2178
"PARK ST",2179
"HILDRED DR",2180
"STANIFORD RD",2181
"HOWARD ST",2182
"MANSFIELD AV",2183
"BAYVIEW ST",2184
"BRIGHT ST",2185
"RIVERS EDGE DR",2186
"SIMMS ST",2187
"SOUTH PROSPECT ST",2188
"TRACY DR",2189
"NORTH CHAMPLAIN ST",2190
"GREENE ST",2191
"NORTH AV",2192
"SOUTH PROSPECT ST",2193
"PLEASANT AV",2194
"LAKEVIEW TR",2195
"BILODEAU CT",2196
"WOODLAWN RD",2197
"ADAMS CT",2198
"VENUS AV",2199
"KING ST",2200
"EAST AV",2201
"ROBINSON PW",2202
"VOLZ ST",2203
"PERU ST",2204
"GAZO AV",2205
"NORTH AV",2206
"SANDRA CR",2207
"HILDRED DR",2208
"AUSTIN DR",2209
"LAFAYETTE PL",2210
"LAUREL CT",2211
"FLYNN AV",2212
"CHARITY ST",2213
"PINE ST",2214
"PINE ST",2215
"MAPLE ST",2216
"PLATTSBURG AV",2217
"RIVERS EDGE DR",2218
"SOUTH PROSPECT ST",2219
"CHURCH ST",2220
"LYMAN AV",2221
"CHASE ST",2222
"APPLETREE POINT RD",2223
"NORTHSHORE DR",2224
"WALNUT ST",2225
"NORTH WILLARD ST",2226
"HILDRED DR",2227
"SOUTH WILLIAMS ST",2228
"HYDE ST",2229
"GAZO AV",2230
"BIRCH CT",2231
"WOODLAWN RD",2232
"INTERVALE AV",2233
"CHERRY ST",2234
"CHASE ST",2235
"GAZO AV",2236
"ALLEN ST",2237
"ST PAUL ST",2238
"EDINBOROUGH DR",2239
"AUSTIN DR",2240
"SOUTH PROSPECT ST",2241
"MANHATTAN DR",2242
"CENTENNIAL CT",2243
"MURRAY ST",2244
"LOCUST TR",2245
"ETHAN ALLEN PW",2246
"NORTH AV",2247
"WILDWOOD DR",2248
"SOUTH PROSPECT ST",2249
"SOUTH COVE RD",2250
"NORTH UNION ST",2251
"NORTH AV",2252
"GREEN ACRES DR",2253
"ELMWOOD AV",2254
"NORTH UNION ST",2255
"CRESCENT RD",2256
"KILLARNEY DR",2257
"ST PAUL ST",2258
"FLYNN AV",2259
"RIVER VIEW DR",2260
"PINE PL",2261
"ST PAUL ST",2262
"HICKOK PL",2263
"ROBINSON PW",2264
"NORTH AV",2265
"LAKEVIEW TR",2266
"FOREST ST",2267
"BIRCHWOOD LN",2268
"SOUTH WILLIAMS ST",2269
"GROVE ST",2270
"STANBURY RD",2271
"STARR FARM BC",2272
"WOODBURY RD",2273
"NORTH AV",2274
"LAWSON LN",2275
"NORTH ST",2276
"SHELBURNE ST",2277
"GAZO AV",2278
"SOUTH PROSPECT ST",2279
"NORTH CHAMPLAIN ST",2280
"ALDER LN",2281
"RANDY LN",2282
"HILDRED DR",2283
"NORTH PROSPECT ST",2284
"NORTH ST",2285
"SPRUCE ST",2286
"ST PAUL ST",2287
"ST PAUL ST",2288
"CHURCH ST",2289
"PERROTTA PL",2290
"SARATOGA AV",2291
"BITTERSWEET LN",2292
"MAIN ST",2293
"HOOVER ST",2294
"HILDRED DR",2295
"HYDE ST",2296
"HILDRED DR",2297
"CROMBIE ST",2298
"SOUTH UNION ST",2299
"SOUTH UNION ST",2300
"WOODLAWN RD",2301
"HUNGERFORD TR",2302
"STANIFORD FARMS RD",2303
"COLCHESTER AV",2304
"SOUTH WINOOSKI AV",2305
"ETHAN ALLEN PW",2306
"ETHAN ALLEN PW",2307
"GREEN ACRES DR",2308
"CAROLINE ST",2309
"BORESTONE LN",2310
"SUMMIT ST",2311
"LAKE ST",2312
"SARATOGA AV",2313
"AUSTIN DR",2314
"APPLETREE POINT RD",2315
"PLATTSBURG AV",2316
"FLYNN AV",2317
"BILODEAU CT",2318
"WOODBURY RD",2319
"ETHAN ALLEN PW",2320
"ISHAM ST",2321
"LAFAYETTE PL",2322
"AUSTIN DR",2323
"TRACY DR",2324
"LATHAM CT",2325
"FLETCHER PL",2326
"SOUTH PROSPECT ST",2327
"NORTH AV",2328
"STANIFORD RD",2329
"POMEROY ST",2330
"SOUTH COVE RD",2331
"HILDRED DR",2332
"KILLARNEY DR",2333
"HIGH GROVE CT",2334
"SPRUCE ST",2335
"LEONARD ST",2336
"ADAMS ST",2337
"CRESCENT BEACH DR",2338
"CHURCH ST",2339
"ST PAUL ST",2340
"RIVERSIDE AV",2341
"COLCHESTER AV",2342
"FOREST ST",2343
"HILDRED DR",2344
"ST PAUL ST",2345
"EAST VILLAGE DR",2346
"SCHOOL ST",2347
"SANDY LN",2348
"ALDER LN",2349
"WESTERN AV",2350
"SOUTH UNION ST",2351
"GAZO AV",2352
"WILDWOOD DR",2353
"FARRINGTON PW",2354
"ST PAUL ST",2355
"LAKEWOOD PW",2356
"GREY MEADOW DR",2357
"BORESTONE LN",2358
"CHURCH ST",2359
"SHELBURNE ST",2360
"UNIVERSITY PL",2361
"NORTH PROSPECT ST",2362
"CRESCENT BEACH DR",2363
"AVENUE C",2364
"SOUTH WILLARD ST",2365
"MARBLE AV",2366
"SOUTH CHAMPLAIN ST",2367
"SHORE RD",2368
"COLLEGE ST",2369
"HICKOK PL",2370
"NOTTINGHAM LN",2371
"SOUTH UNION ST",2372
"APPLETREE POINT RD",2373
"CAROLINE ST",2374
"BILODEAU CT",2375
"SOUTH WILLIAMS ST",2376
"HILDRED DR",2377
"MANHATTAN DR",2378
"COLLEGE ST",2379
"NORTHSHORE DR",2380
"MAPLE ST",2381
"PENNY LN",2382
"COLCHESTER AV",2383
"MAIN ST",2384
"CROWLEY ST",2385
"RIVERSIDE AV",2386
"NORTH AV",2387
"BIRCH CT",2388
"LAKE FOREST DR",2389
"DEFOREST RD",2390
"ST PAUL ST",2391
"CLARKE ST",2392
"AUSTIN DR",2393
"AUSTIN DR",2394
"ROBINSON PW",2395
"SANDRA CR",2396
"CHURCH ST",2397
"SOUTH WINOOSKI AV",2398
"CASE PW",2399
"BIRCHCLIFF PW",2400
"GREY MEADOW DR",2401
"CURTIS AV",2402
"ROBINSON PW",2403
"MARIAN ST",2404
"SHELBURNE ST",2405
"HILDRED DR",2406
"CLIFF ST",2407
"NORTH AV",2408
"HENRY ST",2409
"WESTERN AV",2410
"SOUTH PROSPECT ST",2411
"HILDRED DR",2412
"APPLETREE POINT RD",2413
"LEDGEMERE ST",2414
"NORTH WILLARD ST",2415
"RIVERS EDGE DR",2416
"ARLINGTON CT",2417
"MARIAN ST",2418
"NORTH WINOOSKI AV",2419
"HARBOR WATCH RD",2420
"ARLINGTON CT",2421
"MANHATTAN DR",2422
"CRESCENT TR",2423
"EASTMAN FARM RD",2424
"NORTH UNION ST",2425
"COLCHESTER AV",2426
"TURF RD",2427
"CROWLEY ST",2428
"MANHATTAN DR",2429
"CHERRY ST",2430
"SOUTH WILLIAMS ST",2431
"VOLZ ST",2432
"CLAIRE POINTE RD",2433
"SPRUCE ST",2434
"MOORE CT",2435
"MAPLE ST",2436
"GREEN ACRES DR",2437
"AUSTIN DR",2438
"CHASE ST",2439
"DUNDER RD",2440
"BENNINGTON CT",2441
"VALADE ST",2442
"MAIN ST",2443
"AVENUE C",2444
"FRONT ST",2445
"INTERVALE AV",2446
"SKY DR",2447
"HILDRED DR",2448
"FERGUSON AV",2449
"CATHERINE ST",2450
"ROSE ST",2451
"HILDRED DR",2452
"AUSTIN DR",2453
"ROBINSON PW",2454
"REVERE CT",2455
"SOUTH WINOOSKI AV",2456
"ARLINGTON CT",2457
"NORTHSHORE DR",2458
"LINDEN TR",2459
"NORTHSHORE DR",2460
"GLEN RD",2461
"HILDRED DR",2462
"NORTH AV",2463
"HILDRED DR",2464
"SOUTH PROSPECT ST",2465
"DERWAY DR",2466
"EASTMAN FARM RD",2467
"NORTH ST",2468
"ALLEN ST",2469
"AUSTIN DR",2470
"ISHAM ST",2471
"AVENUE C",2472
"RIVERSIDE AV",2473
"HUNGERFORD TR",2474
"ELMWOOD AV",2475
"HILDRED DR",2476
"PINE ST",2477
"LAKEVIEW TR",2478
"MANHATTAN DR",2479
"CUMBERLAND RD",2480
"DREW ST",2481
"LAFOUNTAIN ST",2482
"BROWE CT",2483
"BRANDYWINE ST",2484
"AUSTIN DR",2485
"CHERRY ST",2486
"CHURCH ST",2487
"IRA LN",2488
"OAK ST",2489
"COTTAGE GR",2490
"HARBOR WATCH RD",2491
"MAIN ST",2492
"EAST VILLAGE DR",2493
"SOUTH CHAMPLAIN ST",2494
"MONROE ST",2495
"GLENWOOD LN",2496
"HYDE ST",2497
"SOUTH WINOOSKI AV",2498
"PERROTTA PL",2499
"VINE ST",2500
"OAKCREST DR",2501
"ELMWOOD AV",2502
"LINDEN TR",2503
"LOOMIS ST",2504
"HARDY AV",2505
"PROSPECT HL",2506
"CHURCH ST",2507
"ELMWOOD AV",2508
"CHURCH ST",2509
"DALE RD",2510
"RANDY LN",2511
"MAIN ST",2512
"MAIN ST",2513
"WOODBURY RD",2514
"PINE ST",2515
"NORTH UNION ST",2516
"CRESCENT RD",2517
"ST PAUL ST",2518
"WESTWARD DR",2519
"MAIN ST",2520
"GAZO AV",2521
"ST PAUL ST",2522
"NORTH AV",2523
"SPRUCE ST",2524
"MAIN ST",2525
"CHURCH ST",2526
"FERN ST",2527
"WOODLAWN RD",2528
"HUNGERFORD TR",2529
"ST PAUL ST",2530
"GAZO AV",2531
"SOUTH CHAMPLAIN ST",2532
"CROMBIE ST",2533
"SPRUCE ST",2534
"NORTH WILLIAMS ST",2535
"EASTMAN FARM RD",2536
"CROSS PW",2537
"GLEN RD",2538
"CHASE ST",2539
"COLLEGE ST",2540
"LAUREL CT",2541
"EAST VILLAGE DR",2542
"ELMWOOD AV",2543
"GAZO AV",2544
"STRONG ST",2545
"COLCHESTER AV",2546
"PLATTSBURG AV",2547
"HILDRED DR",2548
"NORTH AV",2549
"BROOK DR",2550
"INTERVALE AV",2551
"PERU ST",2552
"CROWLEY ST",2553
"ARCHIBALD ST",2554
"SOUTH WILLARD ST",2555
OAKLEDGE,2556
"GLEN RD",2557
"HOWARD ST",2558
"JAMES AV",2559
"KILLARNEY DR",2560
"POIRIER PL",2561
"ETHAN ALLEN PW",2562
"CHARLOTTE ST",2563
"CURTIS AV",2564
"WOODBURY RD",2565
"PINE ST",2566
"BROOKES AV",2567
"SUMMIT ST",2568
"EAST AV",2569
"SOUTH UNION ST",2570
"GOSSE CT",2571
"LOCUST TR",2572
"NORTH ST",2573
"MANHATTAN DR",2574
"NORTHSHORE DR",2575
"LOOMIS ST",2576
"NORTH AV",2577
"KILLARNEY DR",2578
"UNIVERSITY TR",2579
"GOVE CT",2580
"TURF RD",2581
"SANDRA CR",2582
"COLCHESTER AV",2583
"INTERVALE AV",2584
"STARR FARM RD",2585
"PINE ST",2586
"ST PAUL ST",2587
"CATHERINE ST",2588
"MARSHALL DR",2589
"WOODRIDGE DR",2590
"BEACHCREST DR",2591
"MAIN ST",2592
"VILLAGE GN",2593
"CROSS PW",2594
"CHURCH ST",2595
"HILDRED DR",2596
"SHELBURNE ST",2597
"ORCHARD TR",2598
"HILDRED DR",2599
"JAMES AV",2600
"NORTH ST",2601
"NORTH AV",2602
"PINE ST",2603
"STIRLING PL",2604
"NOTTINGHAM LN",2605
"VILLAGE GN",2606
"PLATTSBURG AV",2607
"APPLETREE POINT RD",2608
"MAIN ST",2609
"INTERVALE AV",2610
"WALNUT ST",2611
"MORGAN ST",2612
"ST PAUL ST",2613
"HOWARD ST",2614
"ARLINGTON CT",2615
"HUNGERFORD TR",2616
"COLLEGE ST",2617
"NORTH PROSPECT ST",2618
"BRIERWOOD LN",2619
"NORTH AV",2620
"AUSTIN DR",2621
"LOOMIS ST",2622
"NORTH WILLARD ST",2623
"HILDRED DR",2624
"AUSTIN DR",2625
"ARTHUR CT",2626
"MANHATTAN DR",2627
"FAIRMONT PL",2628
"BEACHCREST DR",2629
"RIVERS EDGE DR",2630
"HILDRED DR",2631
"CANFIELD ST",2632
"WESTERN AV",2633
"BARRETT ST",2634
"VILLAGE GN",2635
"VILLAGE GN",2636
"WILDWOOD DR",2637
"LAKE FOREST DR",2638
"PARK ST",2639
"HILDRED DR",2640
"NORTH WINOOSKI AV",2641
"SUNSET DR",2642
"HYDE ST",2643
"MANHATTAN DR",2644
"NORTH AV",2645
"NORTH AV",2646
"LAKEVIEW TR",2647
"LOOMIS ST",2648
"HEINEBERG RD",2649
"NORTHSHORE DR",2650
"PLATTSBURG AV",2651
"BRADLEY ST",2652
"CRESCENT RD",2653
"MUIRFIELD RD",2654
"NORTH AV",2655
"SOUTH CHAMPLAIN ST",2656
"GLEN RD",2657
"LOOMIS ST",2658
"SCARFF AV",2659
"GREEN ACRES DR",2660
"SOUTH COVE RD",2661
"SHELBURNE ST",2662
"CEDAR ST",2663
"NORTH WINOOSKI AV",2664
"NORTH AV",2665
"SANDRA CR",2666
"COLLEGE ST",2667
"JAMES AV",2668
"NORTH AV",2669
"LOPES AV",2670
"NORTHSHORE DR",2671
"STANIFORD FARMS RD",2672
"NORTH ST",2673
"SOUTH UNION ST",2674
"ST PAUL ST",2675
"SOUTH WINOOSKI AV",2676
"ST PAUL ST",2677
"CAYUGA CT",2678
"GAZO AV",2679
"SOUTH CHAMPLAIN ST",2680
"RICHARDSON ST",2681
"SHELBURNE ST",2682
"PERU ST",2683
"TRACY DR",2684
"NOTTINGHAM LN",2685
"ROBINSON PW",2686
"PARK ST",2687
"SOUTH CREST DR",2688
"KINGSLAND TR",2689
"AUSTIN DR",2690
"HYDE ST",2691
"LAFOUNTAIN ST",2692
"WEST RD",2693
"PARK ST",2694
"PEARL ST",2695
"PARK ST",2696
"STIRLING PL",2697
"NORTH AV",2698
"MURRAY ST",2699
"SOUTH WINOOSKI AV",2700
"FAIRMONT PL",2701
"CHITTENDEN DR",2702
"VENUS AV",2703
"ORCHARD TR",2704
"ST PAUL ST",2705
"BROOK DR",2706
"SOUTH WILLIAMS ST",2707
"AUSTIN DR",2708
"LOOMIS ST",2709
"CURTIS AV",2710
"VAN PATTEN PW",2711
"SCARFF AV",2712
"SHELBURNE ST",2713
"DEFOREST RD",2714
"GRANT ST",2715
"GERMAIN ST",2716
"KILLARNEY DR",2717
"WOODBURY RD",2718
"BLODGETT ST",2719
"NORTHSHORE DR",2720
"WOODRIDGE DR",2721
"PEARL ST",2722
"CHURCH ST",2723
"ST PAUL ST",2724
"PINE ST",2725
"RED MAPLE LN",2726
"COLCHESTER AV",2727
"SOUTH UNION ST",2728
"NORTH AV",2729
"CLIFF ST",2730
"CUMBERLAND RD",2731
"SOUTHWIND DR",2732
"FLYNN AV",2733
"COLLEGE ST",2734
"CUMBERLAND RD",2735
"NORTH AV",2736
"NORTH WINOOSKI AV",2737
"VAN PATTEN PW",2738
"NORTH VIEW DR",2739
"SARATOGA AV",2740
"CHURCH ST",2741
"LAKEWOOD PW",2742
"SOUTH WILLARD ST",2743
"AUSTIN DR",2744
"MARIAN ST",2745
"CATHERINE ST",2746
"SUNSET CL",2747
"PINE PL",2748
"NORTH AV",2749
"LAKEVIEW TR",2750
"DRIFTWOOD LN",2751
"WOODBURY RD",2752
"BILODEAU CT",2753
"ST PAUL ST",2754
"ST PAUL ST",2755
"NORTH AV",2756
"SOUTH UNION ST",2757
"NORTH AV",2758
"COLLEGE ST",2759
"VENUS AV",2760
"CRESCENT BEACH DR",2761
"PERU ST",2762
"ROSEADE PW",2763
"SIMMS ST",2764
"SANDRA CR",2765
"MANSFIELD AV",2766
"HILDRED DR",2767
"OAK ST",2768
"STANBURY RD",2769
"VENUS AV",2770
"NORTH WILLARD ST",2771
"HYDE ST",2772
"CHERRY ST",2773
"ISHAM ST",2774
"LOOMIS ST",2775
"STANIFORD RD",2776
"SOUTH WILLIAMS ST",2777
"BUELL ST",2778
"NORTH WINOOSKI AV",2779
"SHELBURNE ST",2780
"NORTH ST",2781
"BUELL ST",2782
"CRESCENT BEACH DR",2783
"HOPE ST",2784
"LOOMIS ST",2785
"NORTH ST",2786
"HARRINGTON TR",2787
"AUSTIN DR",2788
"BLONDIN CR",2789
"INSTITUTE RD",2790
"ST PAUL ST",2791
"NORTH CHAMPLAIN ST",2792
"AUSTIN DR",2793
"NORTH CHAMPLAIN ST",2794
"CATHERINE ST",2795
"FOREST ST",2796
"MARGARET ST",2797
"NORTH WINOOSKI AV",2798
"NORTH AV",2799
"COLCHESTER AV",2800
"LOALDO DR",2801
"LORI LN",2802
"BRADLEY ST",2803
"IRA LN",2804
"CURTIS AV",2805
"PINE ST",2806
"SHELBURNE ST",2807
"BORESTONE LN",2808
"ETHAN ALLEN PW",2809
"PINE ST",2810
"ST PAUL ST",2811
"STANIFORD RD",2812
"EDINBOROUGH DR",2813
"DODDS CT",2814
"HILDRED DR",2815
"SOUTH WILLARD ST",2816
"CAYUGA CT",2817
"COLLEGE ST",2818
"CURTIS AV",2819
"COLCHESTER AV",2820
"ST PAUL ST",2821
"WESTERN AV",2822
"SARATOGA AV",2823
"SOUTH WILLIAMS ST",2824
"MAIN ST",2825
"NORTH CHAMPLAIN ST",2826
"SOUTH WILLIAMS ST",2827
"SOUTH UNION ST",2828
"INTERVALE AV",2829
"SHORE RD",2830
"OVERLAKE PK",2831
"PINE ST",2832
"RIVERSIDE AV",2833
"GRANT ST",2834
"LAFOUNTAIN ST",2835
"WASHINGTON ST",2836
"CLAIRE POINTE RD",2837
"SPRUCE ST",2838
"COLLEGE ST",2839
"AVENUE B",2840
"COLCHESTER AV",2841
"LAKEVIEW TR",2842
"CUMBERLAND RD",2843
"MURRAY ST",2844
"SOUTH PROSPECT ST",2845
"HYDE ST",2846
"STARR FARM RD",2847
"STANIFORD RD",2848
"DANS CT",2849
"SOUTH CHAMPLAIN ST",2850
"COLLEGE ST",2851
"DALE RD",2852
"SOUTHWIND DR",2853
"PARK ST",2854
"VALADE ST",2855
"VALADE ST",2856
"CONVERSE CT",2857
"ELBOW ST",2858
"NORTH WINOOSKI AV",2859
"NORTHSHORE DR",2860
"CHERRY ST",2861
"FAIRMONT PL",2862
"LAKE ST",2863
"SPRUCE CT",2864
"CAYUGA CT",2865
"FAITH ST",2866
"NORTH CHAMPLAIN ST",2867
"PLEASANT AV",2868
"FAITH ST",2869
"SOUTH PROSPECT ST",2870
"COLLEGE ST",2871
"CHURCH ST",2872
"MAIN ST",2873
"UNIVERSITY TR",2874
"AUSTIN DR",2875
"BORESTONE LN",2876
"NORTH AV",2877
"DODDS CT",2878
"OVERLAKE PK",2879
"ST PAUL ST",2880
"DREW ST",2881
"CHURCH ST",2882
"STARR FARM RD",2883
"SOUTH UNION ST",2884
"STANIFORD RD",2885
"CROMBIE ST",2886
"LAKEVIEW TR",2887
"GAZO AV",2888
"ST PAUL ST",2889
"NORTH UNION ST",2890
"NORTH PROSPECT ST",2891
"RIVERMOUNT TR",2892
"TRACY DR",2893
"AUSTIN DR",2894
"CONGER AV",2895
"SOUTH WILLIAMS ST",2896
"ETHAN ALLEN PW",2897
"COLLEGE ST",2898
"SOUTH WILLARD ST",2899
"AUSTIN DR",2900
"NASH PL",2901
"FERGUSON AV",2902
"SOUTH UNION ST",2903
"HILDRED DR",2904
"ARLINGTON CT",2905
"PROSPECT PW",2906
"PINE ST",2907
"NORTH AV",2908
"BIRCH CT",2909
"JAMES AV",2910
"NORTH AV",2911
"RIVERSIDE AV",2912
"RIVERMOUNT TR",2913
"INTERVALE AV",2914
"EDSON ST",2915
"SOUTH WILLIAMS ST",2916
"LOCUST TR",2917
"GOSSE CT",2918
"APPLETREE POINT RD",2919
"SOUTH WILLIAMS ST",2920
"WARD ST",2921
"NORTH PROSPECT ST",2922
"PEARL ST",2923
"SOUTH WILLIAMS ST",2924
"ROSE ST",2925
"NORTH AV",2926
"SOUTH WILLARD ST",2927
"GAZO AV",2928
"LYMAN AV",2929
"STANBURY RD",2930
"NORTH UNION ST",2931
"NORTH WINOOSKI AV",2932
"BILODEAU CT",2933
"PINE ST",2934
"GAZO AV",2935
"ELM TR",2936
"ELMWOOD AV",2937
"COTTAGE GR",2938
"GREEN ACRES DR",2939
"LAKEWOOD PW",2940
"BLONDIN CR",2941
"HENRY ST",2942
"PINE ST",2943
"OVERLAKE PK",2944
"HILDRED DR",2945
"NORTH ST",2946
"FARRINGTON PW",2947
"GREENE ST",2948
"DECATUR ST",2949
"EAST AV",2950
"WOODCREST LN",2951
"OAKLAND TR",2952
"CLOVER LN",2953
"HYDE ST",2954
"COLLEGE ST",2955
"BIRCH CT",2956
"MAIN ST",2957
"CHASE ST",2958
"MAIN ST",2959
"RIDGEWOOD DR",2960
"WOODCREST LN",2961
"SOUTH WILLIAMS ST",2962
"MOORE DR",2963
"SARATOGA AV",2964
"NORTHSHORE DR",2965
"GAZO AV",2966
"AUSTIN DR",2967
"SANDRA CR",2968
"AUSTIN DR",2969
"NORTHSHORE DR",2970
"SANDRA CR",2971
"SARATOGA AV",2972
"AUSTIN DR",2973
"RIVERSIDE AV",2974
"NORTH AV",2975
"AUSTIN DR",2976
"HARDY AV",2977
"SUMMIT ST",2978
"SUMMIT RG",2979
"RANDY LN",2980
"BIRCHWOOD LN",2981
"CAROLINE ST",2982
"ELMWOOD AV",2983
"NORTH UNION ST",2984
"MAPLE ST",2985
"COLLEGE ST",2986
"DUNDER RD",2987
"VENUS AV",2988
"NORTHSHORE DR",2989
"MAIN ST",2990
"STARR FARM RD",2991
"INTERVALE RD",2992
"SUMMIT ST",2993
"SOUTHWIND DR",2994
"MYRTLE ST",2995
"LAKEVIEW TR",2996
"AUSTIN DR",2997
"HOOVER ST",2998
"NORTH ST",2999
"CROMBIE ST",3000
"COLCHESTER AV",8001
"ALDER LN",8002
"WEST RD",8003
"STANIFORD RD",8004
"PARK ST",8005
"HARDY AV",8006
"CHURCH ST",8007
"NORTH AV",8008
"BROOK DR",8009
"NORTH COVE RD",8010
"COLLEGE ST",8011
"NORTH AV",8012
"NORTHSHORE DR",8013
"NORTH ST",8014
"NORTH AV",8015
"CURTIS AV",8016
"FLYNN AV",8017
"NORTH CHAMPLAIN ST",8018
"BEACHCREST DR",8019
"PLATTSBURG AV",8020
"GREEN ACRES DR",8021
"SHELBURNE ST",8022
"SKY DR",8023
"DALE RD",8024
"ST PAUL ST",8025
"CLOVER LN",8026
"ST MARYS ST",8027
"CONVENT SQ",8028
"CURTIS AV",8029
"SOUTH WILLARD ST",8030
"SHORE RD",8031
"NORTH ST",8032
"GREENE ST",8033
"MANHATTAN DR",8034
"LAUREL CT",8035
"HOME AV",8036
"ARCHIBALD ST",8037
"GREY MEADOW DR",8038
"HILDRED DR",8039
"WOODLAWN RD",8040
"NORTH WINOOSKI AV",8041
"SOUTH UNION ST",8042
"PEARL ST",8043
"MAIN ST",8044
"LAKEVIEW TR",8045
"SOUTH UNION ST",8046
"DREW ST",8047
"MORGAN ST",8048
"APPLETREE POINT RD",8049
"SOUTH WILLARD ST",8050
"ARCHIBALD ST",8051
"AUSTIN DR",8052
"THIBAULT PW",8053
"SOUTH WILLIAMS ST",8054
"WEST RD",8055
"SOUTH PROSPECT ST",8056
"ROSE ST",8057
"NORTH WILLARD ST",8058
"TRACY DR",8059
"NORTH WINOOSKI AV",8060
"PINE ST",8061
"LAVALLEY LN",8062
"OAKLAND TR",8063
"SHELBURNE ST",8064
"AVENUE C",8065
"HYDE ST",8066
"CRESCENT RD",8067
"BRIERWOOD LN",8068
"CAROLINE ST",8069
"BROOKES AV",8070
"CLYMER ST",8071
"MAPLE ST",8072
"SHELBURNE ST",8073
"CHERRY ST",8074
"NORTHSHORE DR",8075
"STANIFORD FARMS RD",8076
"STANIFORD RD",8077
"BLODGETT ST",8078
"BLODGETT ST",8079
"WESTMINSTER DR",8080
"SARATOGA AV",8081
"CHERRY ST",8082
"JAMES AV",8083
"AUSTIN DR",8084
"NORTH ST",8085
"JAMES AV",8086
"NORTH WILLARD ST",8087
"ISHAM ST",8088
"CLIFF ST",8089
"FOREST ST",8090
"NORTH AV",8091
"EASTMAN FARM RD",8092
"SOUTH ST",8093
"PINE ST",8094
"SUMMIT RG",8095
"BRIGHT ST",8096
"WRIGHT AV",8097
"COLCHESTER AV",8098
"EDINBOROUGH DR",8099
"LAKE ST",8100
"MANHATTAN DR",8101
"SHELBURNE ST",8102
"APPLETREE POINT RD",8103
"BOOTH ST",8104
"SOUTH PROSPECT ST",8105
"NORTH COVE RD",8106
"ST PAUL ST",8107
"BRIERWOOD LN",8108
"LAKE FOREST DR",8109
"PROSPECT PW",8110
"EASTMAN FARM RD",8111
"SANDRA CR",8112
"DECATUR ST",8113
"UNIVERSITY TR",8114
"HOME AV",8115
"CRESCENT RD",8116
"NORTH CHAMPLAIN ST",8117
"SOUTH WINOOSKI AV",8118
"NORTH AV",8119
"ELMWOOD AV",8120
"HOPE ST",8121
"AUSTIN DR",8122
"NORTH AV",8123
